Category ID,Category Name,Category Label Level 1,Category Label Level 2,Category Label Level 3,Category Label Level 4,Category Label Level 5,Category Label Level 6
4bf58dd8d48988d1a1941735,College Cafeteria,Community and Government , Education , College and University , College Cafeteria,,
4bf58dd8d48988d1a0941735,College Classroom,Community and Government , Education , College and University , College Classroom,,
4bf58dd8d48988d19a941735,College Communications Building,Community and Government , Education , College and University , College Communications Building,,
4bf58dd8d48988d1b9941735,College Cricket Pitch,Community and Government , Education , College and University , College Cricket Pitch,,
4bf58dd8d48988d19e941735,College Engineering Building,Community and Government , Education , College and University , College Engineering Building,,
4bf58dd8d48988d1b8941735,College Football Field,Community and Government , Education , College and University , College Football Field,,
4bf58dd8d48988d1b2941735,College Gym,Community and Government , Education , College and University , College Gym,,
4bf58dd8d48988d19d941735,College History Building,Community and Government , Education , College and University , College History Building,,
4bf58dd8d48988d1b5941735,College Hockey Rink,Community and Government , Education , College and University , College Hockey Rink,,
4bf58dd8d48988d1a5941735,College Lab,Community and Government , Education , College and University , College Lab,,
4bf58dd8d48988d1a7941735,College Library,Community and Government , Education , College and University , College Library,,
4bf58dd8d48988d19c941735,College Math Building,Community and Government , Education , College and University , College Math Building,,
4bf58dd8d48988d1aa941735,College Quad,Community and Government , Education , College and University , College Quad,,
4bf58dd8d48988d1a9941735,College Rec Center,Community and Government , Education , College and University , College Rec Center,,
4bf58dd8d48988d1a3941735,College Residence Hall,Community and Government , Education , College and University , College Residence Hall,,
4bf58dd8d48988d19b941735,College Science Building,Community and Government , Education , College and University , College Science Building,,
4bf58dd8d48988d1b7941735,College Soccer Field,Community and Government , Education , College and University , College Soccer Field,,
4bf58dd8d48988d1b4941735,College Stadium,Community and Government , Education , College and University , College Stadium,,
4bf58dd8d48988d19f941735,College Technology Building,Community and Government , Education , College and University , College Technology Building,,
4e39a9cebd410d7aed40cbc4,College Tennis Court,Community and Government , Education , College and University , College Tennis Court,,
4bf58dd8d48988d1ac941735,College Theater,Community and Government , Education , College and University , College Theater,,
4bf58dd8d48988d1b6941735,College Track,Community and Government , Education , College and University , College Track,,
4bf58dd8d48988d1a2941735,Community College,Community and Government , Education , College and University , Community College,,
4bf58dd8d48988d1b0941735,Fraternity House,Community and Government , Education , College and University , Fraternity House,,
4bf58dd8d48988d1a8941735,General College & University,Community and Government , Education , College and University , General College & University,,
4bf58dd8d48988d1a6941735,Law School,Community and Government , Education , College and University , Law School,,
4bf58dd8d48988d1b3941735,Medical School,Community and Government , Education , College and University , Medical School,,
4bf58dd8d48988d141941735,Sorority House,Community and Government , Education , College and University , Sorority House,,
4bf58dd8d48988d1ab941735,Student Center,Community and Government , Education , College and University , Student Center,,
4bf58dd8d48988d1ae941735,University,Community and Government , Education , College and University , University,,
63be6904847c3692a84b9ba0,Computer Training School,Community and Government , Education , Computer Training School,,,
58daa1558bbb0b01f18ec200,Culinary School,Community and Government , Education , Culinary School,,,
52e81612bcbc57f1066b7a42,Driving School,Community and Government , Education , Driving School,,,
52e81612bcbc57f1066b7a49,Flight School,Community and Government , Education , Flight School,,,
52e81612bcbc57f1066b7a48,Language School,Community and Government , Education , Language School,,,
4f04b10d2fb6e1c99f3db0be,Music School,Community and Government , Education , Music School,,,
4f4533814b9074f6e4fb0107,Nursery School,Community and Government , Education , Nursery School,,,
52e81612bcbc57f1066b7a45,Preschool,Community and Government , Education , Preschool,,,
63be6904847c3692a84b9ba1,Primary and Secondary School,Community and Government , Education , Primary and Secondary School,,,
4f4533804b9074f6e4fb0105,Elementary School,Community and Government , Education , Primary and Secondary School , Elementary School,,
4bf58dd8d48988d13d941735,High School,Community and Government , Education , Primary and Secondary School , High School,,
4f4533814b9074f6e4fb0106,Middle School,Community and Government , Education , Primary and Secondary School , Middle School,,
52e81612bcbc57f1066b7a46,Private School,Community and Government , Education , Private School,,,
52e81612bcbc57f1066b7a47,Religious School,Community and Government , Education , Religious School,,,
4bf58dd8d48988d1ad941735,Trade School,Community and Government , Education , Trade School,,,
4bf58dd8d48988d126941735,Government Building,Community and Government , Government Building,,,,
4bf58dd8d48988d12a941735,Capitol Building,Community and Government , Government Building , Capitol Building,,,
4bf58dd8d48988d129941735,City Hall,Community and Government , Government Building , City Hall,,,
4bf58dd8d48988d12b941735,Courthouse,Community and Government , Government Building , Courthouse,,,
4bf58dd8d48988d12c951735,Embassy or Consulate,Community and Government , Government Building , Embassy or Consulate,,,
63be6904847c3692a84b9ba2,Government Department,Community and Government , Government Building , Government Department,,,
63be6904847c3692a84b9ba3,Law Enforcement and Public Safety,Community and Government , Government Building , Law Enforcement and Public Safety,,,
4bf58dd8d48988d12c941735,Fire Station,Community and Government , Government Building , Law Enforcement and Public Safety , Fire Station,,
4bf58dd8d48988d12e941735,Police Station,Community and Government , Government Building , Law Enforcement and Public Safety , Police Station,,
63be6904847c3692a84b9ba4,Probation Office,Community and Government , Government Building , Law Enforcement and Public Safety , Probation Office,,
63be6904847c3692a84b9ba5,Rescue Service,Community and Government , Government Building , Law Enforcement and Public Safety , Rescue Service,,
63be6904847c3692a84b9ba6,Military,Community and Government , Government Building , Military,,,
4e52adeebd41615f56317744,Military Base,Community and Government , Government Building , Military , Military Base,,
4bf58dd8d48988d172941735,Post Office,Community and Government , Government Building , Post Office,,,
63be6904847c3692a84b9ba7,Government Lobbyist,Community and Government , Government Lobbyist,,,,
63be6904847c3692a84b9ba8,Homeless Shelter,Community and Government , Homeless Shelter,,,,
63be6904847c3692a84b9ba9,Housing Authority,Community and Government , Housing Authority,,,,
4f2a210c4b9023bd5841ed28,Housing Development,Community and Government , Housing Development,,,,
4bf58dd8d48988d12f941735,Library,Community and Government , Library,,,,
5744ccdfe4b0c0459246b4d9,Observatory,Community and Government , Observatory,,,,
63be6904847c3692a84b9baa,Organization,Community and Government , Organization,,,,
63be6904847c3692a84b9bab,Charity,Community and Government , Organization , Charity,,,
52e81612bcbc57f1066b7a35,Club House,Community and Government , Organization , Club House,,,
63be6904847c3692a84b9bac,Environmental Organization,Community and Government , Organization , Environmental Organization,,,
63be6904847c3692a84b9bae,LGBTQ Organization,Community and Government , Organization , LGBTQ Organization,,,
63be6904847c3692a84b9bad,Labor Union,Community and Government , Organization , Labor Union,,,
50328a8e91d4c4b30a586d6c,Non-Profit Organization,Community and Government , Organization , Non-Profit Organization,,,
63be6904847c3692a84b9baf,Social Services Organization,Community and Government , Organization , Social Services Organization,,,
5f2c5de85b4c177b9a6de29c,Veterans' Organization,Community and Government , Organization , Veterans' Organization,,,
63be6904847c3692a84b9bb0,Youth Organization,Community and Government , Organization , Youth Organization,,,
4cae28ecbf23941eb1190695,Polling Place,Community and Government , Polling Place,,,,
5310b8e5bcbc57f1066bcbf1,Prison,Community and Government , Prison,,,,
5744ccdfe4b0c0459246b4c4,Public Bathroom,Community and Government , Public Bathroom,,,,
63be6904847c3692a84b9bb1,Public and Social Service,Community and Government , Public and Social Service,,,,
56aa371be4b08b9a8d57351d,Rehabilitation Center,Community and Government , Rehabilitation Center,,,,
4e67e38e036454776db1fb3a,Residential Building,Community and Government , Residential Building,,,,
4d954b06a243a5684965b473,Apartment or Condo,Community and Government , Residential Building , Apartment or Condo,,,
4bf58dd8d48988d103941735,Home (private),Community and Government , Residential Building , Home (private),,,
63be6904847c3692a84b9bb2,Retirement Home,Community and Government , Retirement Home,,,,
63be6904847c3692a84b9bb3,Senior Citizen Service,Community and Government , Senior Citizen Service,,,,
52e81612bcbc57f1066b7a33,Social Club,Community and Government , Social Club,,,,
4bf58dd8d48988d131941735,Spiritual Center,Community and Government , Spiritual Center,,,,
52e81612bcbc57f1066b7a3e,Buddhist Temple,Community and Government , Spiritual Center , Buddhist Temple,,,
58daa1558bbb0b01f18ec1eb,Cemevi,Community and Government , Spiritual Center , Cemevi,,,
4bf58dd8d48988d132941735,Church,Community and Government , Spiritual Center , Church,,,
56aa371be4b08b9a8d5734fc,Confucian Temple,Community and Government , Spiritual Center , Confucian Temple,,,
52e81612bcbc57f1066b7a3f,Hindu Temple,Community and Government , Spiritual Center , Hindu Temple,,,
5744ccdfe4b0c0459246b4ac,Kingdom Hall,Community and Government , Spiritual Center , Kingdom Hall,,,
52e81612bcbc57f1066b7a40,Monastery,Community and Government , Spiritual Center , Monastery,,,
4bf58dd8d48988d138941735,Mosque,Community and Government , Spiritual Center , Mosque,,,
52e81612bcbc57f1066b7a41,Prayer Room,Community and Government , Spiritual Center , Prayer Room,,,
4eb1d80a4b900d56c88a45ff,Shrine,Community and Government , Spiritual Center , Shrine,,,
5bae9231bedf3950379f89c9,Sikh Temple,Community and Government , Spiritual Center , Sikh Temple,,,
4bf58dd8d48988d139941735,Synagogue,Community and Government , Spiritual Center , Synagogue,,,
4bf58dd8d48988d13a941735,Temple,Community and Government , Spiritual Center , Temple,,,
56aa371be4b08b9a8d5734f6,Terreiro,Community and Government , Spiritual Center , Terreiro,,,
52e81612bcbc57f1066b7a10,Summer Camp,Community and Government , Summer Camp,,,,
52e81612bcbc57f1066b7a38,Town Hall,Community and Government , Town Hall,,,,
52f2ab2ebcbc57f1066b8b55,Trailer Park,Community and Government , Trailer Park,,,,
63be6904847c3692a84b9bb4,Utility Company,Community and Government , Utility Company,,,,
63be6904847c3692a84b9bb5,Dining and Drinking,Dining and Drinking,,,,,
4bf58dd8d48988d179941735,Bagel Shop,Dining and Drinking , Bagel Shop,,,,
4bf58dd8d48988d16a941735,Bakery,Dining and Drinking , Bakery,,,,
4bf58dd8d48988d116941735,Bar,Dining and Drinking , Bar,,,,
4bf58dd8d48988d1ea941735,Apres Ski Bar,Dining and Drinking , Bar , Apres Ski Bar,,,
52e81612bcbc57f1066b7a0d,Beach Bar,Dining and Drinking , Bar , Beach Bar,,,
56aa371ce4b08b9a8d57356c,Beer Bar,Dining and Drinking , Bar , Beer Bar,,,
4bf58dd8d48988d117941735,Beer Garden,Dining and Drinking , Bar , Beer Garden,,,
52e81612bcbc57f1066b7a0e,Champagne Bar,Dining and Drinking , Bar , Champagne Bar,,,
4bf58dd8d48988d11e941735,Cocktail Bar,Dining and Drinking , Bar , Cocktail Bar,,,
4bf58dd8d48988d118941735,Dive Bar,Dining and Drinking , Bar , Dive Bar,,,
4bf58dd8d48988d1d8941735,Gay Bar,Dining and Drinking , Bar , Gay Bar,,,
4bf58dd8d48988d119941735,Hookah Bar,Dining and Drinking , Bar , Hookah Bar,,,
4bf58dd8d48988d1d5941735,Hotel Bar,Dining and Drinking , Bar , Hotel Bar,,,
5f2c40f15b4c177b9a6dc684,Ice Bar,Dining and Drinking , Bar , Ice Bar,,,
52e81612bcbc57f1066b7a06,Irish Pub,Dining and Drinking , Bar , Irish Pub,,,
4bf58dd8d48988d120941735,Karaoke Bar,Dining and Drinking , Bar , Karaoke Bar,,,
4bf58dd8d48988d121941735,Lounge,Dining and Drinking , Bar , Lounge,,,
4bf58dd8d48988d1e8931735,Piano Bar,Dining and Drinking , Bar , Piano Bar,,,
4bf58dd8d48988d11b941735,Pub,Dining and Drinking , Bar , Pub,,,
5f2c224bb6d05514c70440a3,Rooftop Bar,Dining and Drinking , Bar , Rooftop Bar,,,
4bf58dd8d48988d11c941735,Sake Bar,Dining and Drinking , Bar , Sake Bar,,,
4bf58dd8d48988d1d4941735,Speakeasy,Dining and Drinking , Bar , Speakeasy,,,
4bf58dd8d48988d11d941735,Sports Bar,Dining and Drinking , Bar , Sports Bar,,,
56aa371be4b08b9a8d57354d,Tiki Bar,Dining and Drinking , Bar , Tiki Bar,,,
4bf58dd8d48988d122941735,Whisky Bar,Dining and Drinking , Bar , Whisky Bar,,,
4bf58dd8d48988d123941735,Wine Bar,Dining and Drinking , Bar , Wine Bar,,,
4bf58dd8d48988d143941735,Breakfast Spot,Dining and Drinking , Breakfast Spot,,,,
50327c8591d4c4b30a586d5d,Brewery,Dining and Drinking , Brewery,,,,
63be6904847c3692a84b9bb6,"Cafe, Coffee, and Tea House",Dining and Drinking ," Cafe, Coffee, and Tea House",,,,
52e81612bcbc57f1066b7a0c,Bubble Tea Shop,Dining and Drinking ," Cafe, Coffee, and Tea House ", Bubble Tea Shop,,,
4bf58dd8d48988d16d941735,Café,Dining and Drinking ," Cafe, Coffee, and Tea House ", Café,,,
4bf58dd8d48988d1e0931735,Coffee Shop,Dining and Drinking ," Cafe, Coffee, and Tea House ", Coffee Shop,,,
56aa371be4b08b9a8d573508,Pet Café,Dining and Drinking ," Cafe, Coffee, and Tea House ", Pet Café,,,
4bf58dd8d48988d1dc931735,Tea Room,Dining and Drinking ," Cafe, Coffee, and Tea House ", Tea Room,,,
4bf58dd8d48988d128941735,Cafeteria,Dining and Drinking , Cafeteria,,,,
5e189fd6eee47d000759bbfd,Cidery,Dining and Drinking , Cidery,,,,
52e81612bcbc57f1066b79f2,Creperie,Dining and Drinking , Creperie,,,,
4bf58dd8d48988d1d0941735,Dessert Shop,Dining and Drinking , Dessert Shop,,,,
4bf58dd8d48988d1bc941735,Cupcake Shop,Dining and Drinking , Dessert Shop , Cupcake Shop,,,
512e7cae91d4cbb4e5efe0af,Frozen Yogurt Shop,Dining and Drinking , Dessert Shop , Frozen Yogurt Shop,,,
5f2c407c5b4c177b9a6dc536,Gelato Shop,Dining and Drinking , Dessert Shop , Gelato Shop,,,
4bf58dd8d48988d1c9941735,Ice Cream Parlor,Dining and Drinking , Dessert Shop , Ice Cream Parlor,,,
5744ccdfe4b0c0459246b4e2,Pastry Shop,Dining and Drinking , Dessert Shop , Pastry Shop,,,
52e81612bcbc57f1066b7a0a,Pie Shop,Dining and Drinking , Dessert Shop , Pie Shop,,,
62d5af45da6648532de303ee,Waffle Shop,Dining and Drinking , Dessert Shop , Waffle Shop,,,
4e0e22f5a56208c4ea9a85a0,Distillery,Dining and Drinking , Distillery,,,,
4bf58dd8d48988d148941735,Donut Shop,Dining and Drinking , Donut Shop,,,,
4bf58dd8d48988d120951735,Food Court,Dining and Drinking , Food Court,,,,
56aa371be4b08b9a8d57350b,Food Stand,Dining and Drinking , Food Stand,,,,
4bf58dd8d48988d1cb941735,Food Truck,Dining and Drinking , Food Truck,,,,
4bf58dd8d48988d112941735,Juice Bar,Dining and Drinking , Juice Bar,,,,
5e189d71eee47d000759b7e2,Meadery,Dining and Drinking , Meadery,,,,
53e510b7498ebcb1801b55d4,Night Market,Dining and Drinking , Night Market,,,,
4d4b7105d754a06374d81259,Restaurant,Dining and Drinking , Restaurant,,,,
503288ae91d4c4b30a586d67,Afghan Restaurant,Dining and Drinking , Restaurant , Afghan Restaurant,,,
4bf58dd8d48988d1c8941735,African Restaurant,Dining and Drinking , Restaurant , African Restaurant,,,
4bf58dd8d48988d10a941735,Ethiopian Restaurant,Dining and Drinking , Restaurant , African Restaurant , Ethiopian Restaurant,,
5f2c344a5b4c177b9a6dc011,Mauritian Restaurant,Dining and Drinking , Restaurant , African Restaurant , Mauritian Restaurant,,
4bf58dd8d48988d14e941735,American Restaurant,Dining and Drinking , Restaurant , American Restaurant,,,
4bf58dd8d48988d157941735,New American Restaurant,Dining and Drinking , Restaurant , American Restaurant , New American Restaurant,,
5f2c2b7db6d05514c7044837,Armenian Restaurant,Dining and Drinking , Restaurant , Armenian Restaurant,,,
4bf58dd8d48988d142941735,Asian Restaurant,Dining and Drinking , Restaurant , Asian Restaurant,,,
56aa371be4b08b9a8d573568,Burmese Restaurant,Dining and Drinking , Restaurant , Asian Restaurant , Burmese Restaurant,,
52e81612bcbc57f1066b7a03,Cambodian Restaurant,Dining and Drinking , Restaurant , Asian Restaurant , Cambodian Restaurant,,
4bf58dd8d48988d145941735,Chinese Restaurant,Dining and Drinking , Restaurant , Asian Restaurant , Chinese Restaurant,,
52af3a5e3cf9994f4e043bea,Anhui Restaurant,Dining and Drinking , Restaurant , Asian Restaurant , Chinese Restaurant , Anhui Restaurant,
52af3a723cf9994f4e043bec,Beijing Restaurant,Dining and Drinking , Restaurant , Asian Restaurant , Chinese Restaurant , Beijing Restaurant,
52af3a7c3cf9994f4e043bed,Cantonese Restaurant,Dining and Drinking , Restaurant , Asian Restaurant , Chinese Restaurant , Cantonese Restaurant,
58daa1558bbb0b01f18ec1d3,Cha Chaan Teng,Dining and Drinking , Restaurant , Asian Restaurant , Chinese Restaurant , Cha Chaan Teng,
52af3a673cf9994f4e043beb,Chinese Aristocrat Restaurant,Dining and Drinking , Restaurant , Asian Restaurant , Chinese Restaurant , Chinese Aristocrat Restaurant,
52af3a903cf9994f4e043bee,Chinese Breakfast Restaurant,Dining and Drinking , Restaurant , Asian Restaurant , Chinese Restaurant , Chinese Breakfast Restaurant,
4bf58dd8d48988d1f5931735,Dim Sum Restaurant,Dining and Drinking , Restaurant , Asian Restaurant , Chinese Restaurant , Dim Sum Restaurant,
52af3a9f3cf9994f4e043bef,Dongbei Restaurant,Dining and Drinking , Restaurant , Asian Restaurant , Chinese Restaurant , Dongbei Restaurant,
52af3aaa3cf9994f4e043bf0,Fujian Restaurant,Dining and Drinking , Restaurant , Asian Restaurant , Chinese Restaurant , Fujian Restaurant,
52af3ab53cf9994f4e043bf1,Guizhou Restaurant,Dining and Drinking , Restaurant , Asian Restaurant , Chinese Restaurant , Guizhou Restaurant,
52af3abe3cf9994f4e043bf2,Hainan Restaurant,Dining and Drinking , Restaurant , Asian Restaurant , Chinese Restaurant , Hainan Restaurant,
52af3ac83cf9994f4e043bf3,Hakka Restaurant,Dining and Drinking , Restaurant , Asian Restaurant , Chinese Restaurant , Hakka Restaurant,
52af3ad23cf9994f4e043bf4,Henan Restaurant,Dining and Drinking , Restaurant , Asian Restaurant , Chinese Restaurant , Henan Restaurant,
52af3add3cf9994f4e043bf5,Hong Kong Restaurant,Dining and Drinking , Restaurant , Asian Restaurant , Chinese Restaurant , Hong Kong Restaurant,
52af3af23cf9994f4e043bf7,Huaiyang Restaurant,Dining and Drinking , Restaurant , Asian Restaurant , Chinese Restaurant , Huaiyang Restaurant,
52af3ae63cf9994f4e043bf6,Hubei Restaurant,Dining and Drinking , Restaurant , Asian Restaurant , Chinese Restaurant , Hubei Restaurant,
52af3afc3cf9994f4e043bf8,Hunan Restaurant,Dining and Drinking , Restaurant , Asian Restaurant , Chinese Restaurant , Hunan Restaurant,
52af3b053cf9994f4e043bf9,Imperial Restaurant,Dining and Drinking , Restaurant , Asian Restaurant , Chinese Restaurant , Imperial Restaurant,
52af3b213cf9994f4e043bfa,Jiangsu Restaurant,Dining and Drinking , Restaurant , Asian Restaurant , Chinese Restaurant , Jiangsu Restaurant,
52af3b293cf9994f4e043bfb,Jiangxi Restaurant,Dining and Drinking , Restaurant , Asian Restaurant , Chinese Restaurant , Jiangxi Restaurant,
52af3b343cf9994f4e043bfc,Macanese Restaurant,Dining and Drinking , Restaurant , Asian Restaurant , Chinese Restaurant , Macanese Restaurant,
52af3b3b3cf9994f4e043bfd,Manchu Restaurant,Dining and Drinking , Restaurant , Asian Restaurant , Chinese Restaurant , Manchu Restaurant,
52af3b463cf9994f4e043bfe,Peking Duck Restaurant,Dining and Drinking , Restaurant , Asian Restaurant , Chinese Restaurant , Peking Duck Restaurant,
52af3b633cf9994f4e043c01,Shaanxi Restaurant,Dining and Drinking , Restaurant , Asian Restaurant , Chinese Restaurant , Shaanxi Restaurant,
52af3b513cf9994f4e043bff,Shandong Restaurant,Dining and Drinking , Restaurant , Asian Restaurant , Chinese Restaurant , Shandong Restaurant,
52af3b593cf9994f4e043c00,Shanghai Restaurant,Dining and Drinking , Restaurant , Asian Restaurant , Chinese Restaurant , Shanghai Restaurant,
52af3b6e3cf9994f4e043c02,Shanxi Restaurant,Dining and Drinking , Restaurant , Asian Restaurant , Chinese Restaurant , Shanxi Restaurant,
52af3b773cf9994f4e043c03,Szechuan Restaurant,Dining and Drinking , Restaurant , Asian Restaurant , Chinese Restaurant , Szechuan Restaurant,
52af3b813cf9994f4e043c04,Taiwanese Restaurant,Dining and Drinking , Restaurant , Asian Restaurant , Chinese Restaurant , Taiwanese Restaurant,
52af3b893cf9994f4e043c05,Tianjin Restaurant,Dining and Drinking , Restaurant , Asian Restaurant , Chinese Restaurant , Tianjin Restaurant,
52af3b913cf9994f4e043c06,Xinjiang Restaurant,Dining and Drinking , Restaurant , Asian Restaurant , Chinese Restaurant , Xinjiang Restaurant,
52af3b9a3cf9994f4e043c07,Yunnan Restaurant,Dining and Drinking , Restaurant , Asian Restaurant , Chinese Restaurant , Yunnan Restaurant,
52af3ba23cf9994f4e043c08,Zhejiang Restaurant,Dining and Drinking , Restaurant , Asian Restaurant , Chinese Restaurant , Zhejiang Restaurant,
4eb1bd1c3b7b55596b4a748f,Filipino Restaurant,Dining and Drinking , Restaurant , Asian Restaurant , Filipino Restaurant,,
52e81612bcbc57f1066b79fb,Himalayan Restaurant,Dining and Drinking , Restaurant , Asian Restaurant , Himalayan Restaurant,,
52af0bd33cf9994f4e043bdd,Hotpot Restaurant,Dining and Drinking , Restaurant , Asian Restaurant , Hotpot Restaurant,,
4deefc054765f83613cdba6f,Indonesian Restaurant,Dining and Drinking , Restaurant , Asian Restaurant , Indonesian Restaurant,,
52960eda3cf9994f4e043ac9,Acehnese Restaurant,Dining and Drinking , Restaurant , Asian Restaurant , Indonesian Restaurant , Acehnese Restaurant,
52960eda3cf9994f4e043acb,Balinese Restaurant,Dining and Drinking , Restaurant , Asian Restaurant , Indonesian Restaurant , Balinese Restaurant,
52960eda3cf9994f4e043aca,Betawinese Restaurant,Dining and Drinking , Restaurant , Asian Restaurant , Indonesian Restaurant , Betawinese Restaurant,
52960eda3cf9994f4e043acc,Indonesian Meatball Restaurant,Dining and Drinking , Restaurant , Asian Restaurant , Indonesian Restaurant , Indonesian Meatball Restaurant,
52960eda3cf9994f4e043ac7,Javanese Restaurant,Dining and Drinking , Restaurant , Asian Restaurant , Indonesian Restaurant , Javanese Restaurant,
52960eda3cf9994f4e043ac8,Manadonese Restaurant,Dining and Drinking , Restaurant , Asian Restaurant , Indonesian Restaurant , Manadonese Restaurant,
52960eda3cf9994f4e043ac5,Padangnese Restaurant,Dining and Drinking , Restaurant , Asian Restaurant , Indonesian Restaurant , Padangnese Restaurant,
52960eda3cf9994f4e043ac6,Sundanese Restaurant,Dining and Drinking , Restaurant , Asian Restaurant , Indonesian Restaurant , Sundanese Restaurant,
4bf58dd8d48988d111941735,Japanese Restaurant,Dining and Drinking , Restaurant , Asian Restaurant , Japanese Restaurant,,
55a59bace4b013909087cb0c,Donburi Restaurant,Dining and Drinking , Restaurant , Asian Restaurant , Japanese Restaurant , Donburi Restaurant,
55a59bace4b013909087cb30,Japanese Curry Restaurant,Dining and Drinking , Restaurant , Asian Restaurant , Japanese Restaurant , Japanese Curry Restaurant,
5f2c2436b6d05514c704433e,Japanese Family Restaurant,Dining and Drinking , Restaurant , Asian Restaurant , Japanese Restaurant , Japanese Family Restaurant,
55a59bace4b013909087cb21,Kaiseki Restaurant,Dining and Drinking , Restaurant , Asian Restaurant , Japanese Restaurant , Kaiseki Restaurant,
55a59bace4b013909087cb06,Kushikatsu Restaurant,Dining and Drinking , Restaurant , Asian Restaurant , Japanese Restaurant , Kushikatsu Restaurant,
55a59bace4b013909087cb1b,Monjayaki Restaurant,Dining and Drinking , Restaurant , Asian Restaurant , Japanese Restaurant , Monjayaki Restaurant,
55a59bace4b013909087cb1e,Nabe Restaurant,Dining and Drinking , Restaurant , Asian Restaurant , Japanese Restaurant , Nabe Restaurant,
55a59bace4b013909087cb18,Okonomiyaki Restaurant,Dining and Drinking , Restaurant , Asian Restaurant , Japanese Restaurant , Okonomiyaki Restaurant,
55a59bace4b013909087cb24,Ramen Restaurant,Dining and Drinking , Restaurant , Asian Restaurant , Japanese Restaurant , Ramen Restaurant,
55a59bace4b013909087cb15,Shabu-Shabu Restaurant,Dining and Drinking , Restaurant , Asian Restaurant , Japanese Restaurant , Shabu-Shabu Restaurant,
55a59bace4b013909087cb27,Soba Restaurant,Dining and Drinking , Restaurant , Asian Restaurant , Japanese Restaurant , Soba Restaurant,
55a59bace4b013909087cb12,Sukiyaki Restaurant,Dining and Drinking , Restaurant , Asian Restaurant , Japanese Restaurant , Sukiyaki Restaurant,
4bf58dd8d48988d1d2941735,Sushi Restaurant,Dining and Drinking , Restaurant , Asian Restaurant , Japanese Restaurant , Sushi Restaurant,
55a59bace4b013909087cb2d,Takoyaki Place,Dining and Drinking , Restaurant , Asian Restaurant , Japanese Restaurant , Takoyaki Place,
5f2c239eb6d05514c70441ee,Teishoku Restaurant,Dining and Drinking , Restaurant , Asian Restaurant , Japanese Restaurant , Teishoku Restaurant,
55a59a31e4b013909087cb00,Tempura Restaurant,Dining and Drinking , Restaurant , Asian Restaurant , Japanese Restaurant , Tempura Restaurant,
55a59af1e4b013909087cb03,Tonkatsu Restaurant,Dining and Drinking , Restaurant , Asian Restaurant , Japanese Restaurant , Tonkatsu Restaurant,
55a59bace4b013909087cb2a,Udon Restaurant,Dining and Drinking , Restaurant , Asian Restaurant , Japanese Restaurant , Udon Restaurant,
55a59bace4b013909087cb0f,Unagi Restaurant,Dining and Drinking , Restaurant , Asian Restaurant , Japanese Restaurant , Unagi Restaurant,
55a59bace4b013909087cb33,Wagashi Place,Dining and Drinking , Restaurant , Asian Restaurant , Japanese Restaurant , Wagashi Place,
55a59bace4b013909087cb09,Yakitori Restaurant,Dining and Drinking , Restaurant , Asian Restaurant , Japanese Restaurant , Yakitori Restaurant,
55a59bace4b013909087cb36,Yoshoku Restaurant,Dining and Drinking , Restaurant , Asian Restaurant , Japanese Restaurant , Yoshoku Restaurant,
4bf58dd8d48988d113941735,Korean Restaurant,Dining and Drinking , Restaurant , Asian Restaurant , Korean Restaurant,,
56aa371be4b08b9a8d5734e4,Bossam/Jokbal Restaurant,Dining and Drinking , Restaurant , Asian Restaurant , Korean Restaurant , Bossam/Jokbal Restaurant,
56aa371be4b08b9a8d5734f0,Bunsik Restaurant,Dining and Drinking , Restaurant , Asian Restaurant , Korean Restaurant , Bunsik Restaurant,
56aa371be4b08b9a8d5734e7,Gukbap Restaurant,Dining and Drinking , Restaurant , Asian Restaurant , Korean Restaurant , Gukbap Restaurant,
56aa371be4b08b9a8d5734ed,Janguh Restaurant,Dining and Drinking , Restaurant , Asian Restaurant , Korean Restaurant , Janguh Restaurant,
5f2c3f6b5b4c177b9a6dc388,Korean BBQ Restaurant,Dining and Drinking , Restaurant , Asian Restaurant , Korean Restaurant , Korean BBQ Restaurant,
56aa371be4b08b9a8d5734ea,Samgyetang Restaurant,Dining and Drinking , Restaurant , Asian Restaurant , Korean Restaurant , Samgyetang Restaurant,
4bf58dd8d48988d156941735,Malay Restaurant,Dining and Drinking , Restaurant , Asian Restaurant , Malay Restaurant,,
5ae9595eb77c77002c2f9f26,Mamak Restaurant,Dining and Drinking , Restaurant , Asian Restaurant , Malay Restaurant , Mamak Restaurant,
4eb1d5724b900d56c88a45fe,Mongolian Restaurant,Dining and Drinking , Restaurant , Asian Restaurant , Mongolian Restaurant,,
4bf58dd8d48988d1d1941735,Noodle Restaurant,Dining and Drinking , Restaurant , Asian Restaurant , Noodle Restaurant,,
56aa371be4b08b9a8d57350e,Satay Restaurant,Dining and Drinking , Restaurant , Asian Restaurant , Satay Restaurant,,
5f2c430e5b4c177b9a6dcabd,Singaporean Restaurant,Dining and Drinking , Restaurant , Asian Restaurant , Singaporean Restaurant,,
4bf58dd8d48988d149941735,Thai Restaurant,Dining and Drinking , Restaurant , Asian Restaurant , Thai Restaurant,,
56aa371be4b08b9a8d573502,Som Tum Restaurant,Dining and Drinking , Restaurant , Asian Restaurant , Thai Restaurant , Som Tum Restaurant,
52af39fb3cf9994f4e043be9,Tibetan Restaurant,Dining and Drinking , Restaurant , Asian Restaurant , Tibetan Restaurant,,
